supplier,product_name,origin_country,process,producer,selected_option_for_6kg,sku,unit_size_kg,base_unit_price_gbp,base_price_per_kg_gbp,discount_for_6kg_pct,price_per_kg_at_6kg_gbp,total_price_for_6kg_gbp,stock_cap_units,available_for_6kg,pricing_note,product_url,image_url,selling_uplift_per_kg_gbp,selling_price_per_kg_roasted_gbp,total_selling_price_for_6kg_roasted_gbp,gross_profit_for_6kg_gbp,gross_margin_pct,margin_note
Small Batch Roasting,Colombia Huila Womens Project,Colombia,,,Green Beans,,1.00,13.90,13.90,0,13.90,83.40,112,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/colombia-huila-womens/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2026/04/Colombia_MG_2205-16-600x902-1.jpg,4.00,17.90,107.40,24.00,22.35,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Colombia Seleccion Planadas Organic,Colombia,Washed,,Green Beans,LR001,1.00,19.10,19.10,0,19.10,114.60,98,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/latest-arrivals/colombia-seleccion-planadas-organic/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2026/01/Colombia-Seleccion-1.png?fit=510%2C490&ssl=1,4.00,23.10,138.60,24.00,17.32,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Costa Rica SHB – San Rafael – Tarrazu,Costa Rica,Washed,,attribute_format: Green Beans,,1.00,16.00,16.00,0,16.00,96.00,269,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/costa-rica/costa-rica-tarrazu/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/08/f46ad1_4c79a3694b4c4948b0cbd83f0fde257cmv2.webp,4.00,20.00,120.00,24.00,20.00,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ethiopia Limu Fully Washed G2,Ethiopia,Fully Washed,,Green Beans,,1.00,17.98,17.98,0,17.98,107.88,29,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/ethiopia/ethiopia-limu-fully-washed-g2/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/Ethiopia-Limu-G2-A-scaled.jpg?fit=1200%2C800&ssl=1,4.00,21.98,131.88,24.00,18.20,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ethiopia Sidamo Natural G4,Ethiopia,Natural,,Green Beans,,1.00,11.40,11.40,0,11.40,68.40,73,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/ethiopia-sidamo-natural-g4/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_9a655c6d8ed44af29b7f4f7727332c0bmv2.jpg,4.00,15.40,92.40,24.00,25.97,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ethiopia Sidamo Shantawene Washed G1,Ethiopia,Fully Washed,,Green Beans,,1.00,15.45,15.45,0,15.45,92.70,120,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/ethiopia-sidamo-g1-shantawene/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/Ethiopia-Sidamo-Shantawene-G2-A-scaled.jpg,4.00,19.45,116.70,24.00,20.57,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ethiopia Yirgacheffe Banko Gotiti G1 Fully Washed,Ethiopia,Fully Washed,,Green Beans,LR002,1.00,21.02,21.02,0,21.02,126.12,17,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/latest-arrivals/ethiopia-yirgacheffe-banko-gotiti-g1-fully-washed/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2026/01/Ethiopia-Yirg-3.png?fit=508%2C488&ssl=1,4.00,25.02,150.12,24.00,15.99,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ethiopia Yirgacheffe G2 – Fully Washed,Ethiopia,Fully Washed,,Green Beans,,1.00,18.14,18.14,0,18.14,108.84,49,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/ethiopia-yirgacheffe-g2-fully-washed-arriving-w-c-29-09-25/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_3aa77c7076f745eb8f3db9452ef2cacbmv2-scaled.jpg,4.00,22.14,132.84,24.00,18.07,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Green Single Origin Subscription,Mixed / subscription,,,number-of-origins: 6,,6.00,90.00,15.00,0,15.00,90.00,,,Small Batch 6 kg total uses the exact 6 kg variation from the catalogue. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/green-single-origin-subscription/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2024/08/f46ad1_39f6cad436514ce2bd2584bcb6d847a4mv2.webp?fit=500%2C333&ssl=1,4.00,19.00,114.00,24.00,21.05,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Guatemala Huehuetenango SHB EP RFA,Guatemala,Fully Washed,,Green Beans,,1.00,15.30,15.30,0,15.30,91.80,147,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/guatemala/guatemala-huehuetenango-shb-ep/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_2164e169c7f1496f890f7aef5b8e8a9cmv2.jpg,4.00,19.30,115.80,24.00,20.73,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Guatemala Jabiru Union Cantinil,Guatemala,Washed,,Green Beans,EL001,1.00,17.18,17.18,0,17.18,103.08,103,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/latest-arrivals/guatemala-jabiru-union-cantinil/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2026/01/Guatemala-Jabiru-2.png?fit=513%2C485&ssl=1,4.00,21.18,127.08,24.00,18.89,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Honduras Finca El Matazano Elvin Castillo Honey,Honduras,Honey,,Green Beans,,1.00,19.90,19.90,0,19.90,119.40,15,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/honduras/honduras-finca-el-matazano-elvin-castillo-honey/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2025/04/Elvin-Castillo-Honduras-Finca-El-Matazano-1.webp,4.00,23.90,143.40,24.00,16.74,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Honduras NKG BLOOM GEA SHG EP Organic,Honduras,Fully Washed,,attribute_format: Green Beans,,1.00,16.85,16.85,0,16.85,101.10,68,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/honduras-nkg-bloom-gea-shg-ep-organic/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/08/f46ad1_bca7f6a831c64d47acbf2949fa4c67a5mv2.webp,4.00,20.85,125.10,24.00,19.18,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Honduras Oropendolas Washed,Honduras,Washed,,Green Beans,EL003,1.00,19.10,19.10,0,19.10,114.60,61,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/latest-arrivals/honduras-oropendolas-washed-arriving-21-01-26/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2026/01/Honduras-Oropen-2.png?fit=402%2C406&ssl=1,4.00,23.10,138.60,24.00,17.32,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Honduras San Andres SHG,Honduras,Fully Washed,,attribute_format: Green Beans,,1.00,15.10,15.10,0,15.10,90.60,136,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/honduras-san-andres-shg/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/08/f46ad1_828a0fdcedb44ef6841c54265dbe09c7mv2.webp,4.00,19.10,114.60,24.00,20.94,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Honduras SHG Hacienda Monte Cristo,Honduras,Honey,,Green Beans,,1.00,15.56,15.56,0,15.56,93.36,147,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/green/honduras-shg-hacienda-monte-cristo/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/afd28f_46fd1c0283ce4a50a1cae838a46cf113mv2.jpg,4.00,19.56,117.36,24.00,20.45,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,India Cherry AB Robusta,India,,,Green Beans,,1.00,8.82,8.82,0,8.82,52.92,151,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/green/india-cherry-ab-robusta/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2026/01/India-Cherry-AB-4.jpg?fit=810%2C608&ssl=1,4.00,12.82,76.92,24.00,31.20,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,India Monsooned Malabar A,India,Monsooned,,Green Beans,,1.00,16.38,16.38,0,16.38,98.28,210,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/india/india-monsooned-malabar/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_6e954ece4ea54dcdb4b396841144e6bdmv2.jpg?fit=893%2C600&ssl=1,4.00,20.38,122.28,24.00,19.63,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,India Monsooned Malabar AA Robusta,India,Monsooned,,Green Beans,,1.00,9.92,9.92,0,9.92,59.52,62,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/india/india-monsooned-malabar-aa-robusta-arriving-w-c-05-01-26/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_6e954ece4ea54dcdb4b396841144e6bdmv2.jpg?fit=893%2C600&ssl=1,4.00,13.92,83.52,24.00,28.74,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Indian Mysore Plantation A,India,,,Green Beans,,1.00,12.60,12.60,0,12.60,75.60,56,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/india/indian-mysore-plantation-a/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_61bb5540f69643cdb9287740cf25f29amv2.jpg,4.00,16.60,99.60,24.00,24.10,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Indonesia Old Brown Java (OBJ) 6 Year Aged,Indonesia,Aged,,Green Beans,,1.00,13.70,13.70,0,13.70,82.20,60,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/indonesia-old-brown-java-obj-6-year-aged/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_57721e6f17514473867de5955cee9a55mv2.jpg,4.00,17.70,106.20,24.00,22.60,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Kenya AA Eaagads Estate,Kenya,Washed,,Green Beans,EL004,1.00,20.64,20.64,0,20.64,123.84,57,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/green/kenya-aa-eaagads-estate-arriving-21-01-26/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2026/01/Kenya-aa-4.png,4.00,24.64,147.84,24.00,16.23,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Kenya Kisii Estate PB – Washed,Kenya,Fully Washed,,Green Beans,,1.00,17.70,17.70,0,17.70,106.20,8,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/kenya/kenya-gatina-nyeri-ab-washed-copy/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2025/10/Kenya-Kisii-PB-2.jpg?fit=1280%2C776&ssl=1,4.00,21.70,130.20,24.00,18.43,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Malawi Mzuzu AA,Malawi,Fully Washed,,Green Beans,,1.00,17.50,17.50,0,17.50,105.00,80,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/malawi/malawi-mzuzu-aa/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2025/01/P1160730-scaled.jpg,4.00,21.50,129.00,24.00,18.60,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Mexico Mountain Water Decaf,Mexico,Mountain Water Decaf,,Green Beans,,1.00,18.26,18.26,0,18.26,109.56,101,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/mexico/mexico-mountain-water-decaf/,https://i0.wp.com/www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/afd28f_a0eb6e83648b493488fde9adb5d3423dmv2-scaled.jpg?fit=600%2C800&ssl=1,4.00,22.26,133.56,24.00,17.97,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Nicaragua SHG EP,Nicaragua,Fully Washed,,Green Beans,,1.00,12.82,12.82,0,12.82,76.92,69,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/nicaragua/nicaragua-shg/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2026/04/Nicaragua-washed-min-scaled-1-scaled.jpg,4.00,16.82,100.92,24.00,23.78,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Peru G1 Finca Mesapata – Women Farmed Double Certified.,Peru,Honey,,Green Beans,,1.00,14.50,14.50,0,14.50,87.00,68,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/peru/peru-g1-finca-mesapata-women-farmed-double-certified/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_e4867605fa1a4f0a9b587a9906b54464mv2.png,4.00,18.50,111.00,24.00,21.62,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Peru G1 Gonzilla Estate G1 Organic,Peru,,,Green Beans,,1.00,14.75,14.75,0,14.75,88.50,150,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/peru-g1-gonzilla-estate-g1-organic/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/08/f46ad1_de90dfaffe054554b9bdfb53deb5f3fbmv2.webp,4.00,18.75,112.50,24.00,21.33,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Sumatra Mandheling Tekengon Triple Picked,Indonesia,,,attribute_format: Green Beans,,1.00,17.70,17.70,0,17.70,106.20,16,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/indonesia/sumatra-mandheling-tekengon-triple-picked/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/08/f46ad1_c9b9f84b845e4dd4aa72c1f14c8355camv2.webp,4.00,21.70,130.20,24.00,18.43,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Uganda Mt Elgon Arabica AA,Uganda,Washed,,Green Beans,,1.00,14.00,14.00,0,14.00,84.00,10,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/uganda/uganda-mt-elgon/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/10/Screenshot-2024-10-24-112720.png,4.00,18.00,108.00,24.00,22.22,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Uganda Mubuku drugar fully washed,Uganda,Fully Washed,,Green Beans,,1.00,13.00,13.00,0,13.00,78.00,240,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/uganda/uganda-mubuku-drugar-fully-washed/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_1cfbc7fcd7a64acd94931979e5a07e9cmv2-scaled.jpg,4.00,17.00,102.00,24.00,23.53,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ugandan Robusta Scr 18 – Direct Trade,Uganda,Fully Washed,,Green Beans,,1.00,9.00,9.00,0,9.00,54.00,42,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/ugandan-robusta-scr-18/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_efd72c5aec20490caf2c4f39d050cdeemv2.jpeg,4.00,13.00,78.00,24.00,30.77,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Ugandan Rwenzori – Byaruhanga Farm Robusta Scr 14+,Uganda,,,Green Beans,,1.00,7.00,7.00,0,7.00,42.00,682,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/uganda/ugandan-rwenzori-byaruhanga-farm-robusta-scr-14/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2025/07/Byaruhanga.webp,4.00,11.00,66.00,24.00,36.36,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Vietnam Robusta Wet Polish Scr18 RFA,Vietnam,Wet Polish,,Green Beans,,1.00,6.80,6.80,0,6.80,40.80,120,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/all-products/vietnam-robusta-wet-polish-scr18-rfa/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/afd28f_83479152e06c42e48e5c676bc52ade40mv2.jpg,4.00,10.80,64.80,24.00,37.04,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
Small Batch Roasting,Vietnam Son La G1 Arabica,Vietnam,,,Green Beans,,1.00,10.90,10.90,0,10.90,65.40,60,yes,Small Batch 6 kg total calculated from the Green Beans variation: catalogue unit price per kg x 6. Static crawl had no extra cart/kg discount.,https://www.smallbatchroasting.co.uk/origin/vietnam/vietnam-son-la-g1-arabica/,https://www.smallbatchroasting.co.uk/wp-content/uploads/2024/09/f46ad1_3c4b4135f46a4154bcc1024ec9457e5bmv2.jpg,4.00,14.90,89.40,24.00,26.85,Gross margin = (6kg roasted selling total - 6kg green coffee cost) / 6kg roasted selling total. Assumes fixed £4/kg uplift and no roast weight-loss adjustment.
